,year,state,special,candidateCount,totalVotes,winnerName,winnerParty,winnerVotes,winnerPct,winnerVAll,secondPlaceName,SecondPlaceParty,secondPlaceVotes,secondPlacePct,winnerVSecond,incumbentWinner,incumbentSecond
267,1986,KENTUCKY,FALSE,3,677280,WENDELL H. FORD,DEMOCRAT,503775,0.743820872,48.76417434,JACKSON M. ANDREWS,REPUBLICAN,173330,0.255920742,48.79001299,TRUE,FALSE
268,1990,KENTUCKY,FALSE,2,916010,MITCH MCCONNELL,REPUBLICAN,478034,0.521865482,4.373096364,G. HARVEY SLOANE,DEMOCRAT,437976,0.478134518,4.373096364,TRUE,FALSE
269,1992,KENTUCKY,FALSE,3,1330858,WENDELL H. FORD,DEMOCRAT,836888,0.628833429,25.76668585,DAVID L. WILLIAMS,REPUBLICAN,476604,0.358117846,27.07155835,TRUE,FALSE
270,1996,KENTUCKY,FALSE,6,1307046,MITCH MCCONNELL,REPUBLICAN,724794,0.554528303,10.90566055,STEVEN L. BESHEAR,DEMOCRAT,560012,0.428456229,12.6072074,TRUE,FALSE
271,1998,KENTUCKY,FALSE,3,1145414,JIM BUNNING,REPUBLICAN,569817,0.497476895,-0.504621037,SCOTTY BAESLER,DEMOCRAT,563051,0.49156986,0.590703449,FALSE,FALSE
272,2002,KENTUCKY,FALSE,2,1131313,MITCH MCCONNELL,REPUBLICAN,731679,0.646752048,29.35040966,LOIS COMBS WEINBERG,DEMOCRAT,399634,0.353247952,29.35040966,TRUE,FALSE
273,2004,KENTUCKY,FALSE,2,1724362,JIM BUNNING,REPUBLICAN,873507,0.506568226,1.313645279,DANIEL MONGIARDO,DEMOCRAT,850855,0.493431774,1.313645279,TRUE,FALSE
274,2008,KENTUCKY,FALSE,2,1800821,MITCH MCCONNELL,REPUBLICAN,953816,0.529656196,5.93123914,BRUCE LUNSFORD,DEMOCRAT,847005,0.470343804,5.93123914,TRUE,FALSE
275,2010,KENTUCKY,FALSE,3,1356096,RAND PAUL,REPUBLICAN,755706,0.557265857,11.45317146,JACK CONWAY,DEMOCRAT,600052,0.442484898,11.47809595,FALSE,FALSE
276,2014,KENTUCKY,FALSE,7,1435868,MICH MCCONNELL,REPUBLICAN,806787,0.561881036,12.37620728,ALISON LUNDERGAN GRIMES,DEMOCRAT,584698,0.407208741,15.46722958,FALSE,FALSE
277,2016,KENTUCKY,FALSE,4,1903465,RAND PAUL,REPUBLICAN,1090177,0.572732885,14.5465769,JIM GRAY,DEMOCRAT,813246,0.42724505,14.5487834,TRUE,FALSE
278,2020,KENTUCKY,FALSE,8,2135057,MITCH MCCONNELL,REPUBLICAN,1233315,0.577649683,15.52993667,AMY MCGRATH,DEMOCRAT,816257,0.382311573,19.53381104,FALSE,FALSE
279,2022,KENTUCKY,FALSE,3,1,RAND PAUL,REPUBLICAN,0.62,0.62,24,CHARLES BOOKER,DEMOCRAT,0.38,0.38,24,TRUE,FALSE
280,1980,LOUISIANA,FALSE,5,841013,RUSSELL B. LONG,DEMOCRAT,484770,0.576412017,15.28240348,LOUIS WOODY JENKINS,DEMOCRAT,325922,0.387535032,18.88769853,FALSE,FALSE
281,1986,LOUISIANA,FALSE,2,1369897,JOHN B. BREAUX,DEMOCRAT,723586,0.528204675,5.640935048,W. HENSON MOORE,REPUBLICAN,646311,0.471795325,5.640935048,FALSE,FALSE
282,1996,LOUISIANA,FALSE,2,1700102,MARY L. LANDRIEU,DEMOCRAT,852945,0.501702251,0.340450161,"LOUIS ""WOODY"" JENKINS",REPUBLICAN,847157,0.498297749,0.340450161,FALSE,FALSE
283,1998,LOUISIANA,FALSE,8,969165,JOHN B. BREAUX,DEMOCRAT,620502,0.640243921,28.04878426,"""JIM"" DONELON",REPUBLICAN,306616,0.316371309,32.3872612,TRUE,FALSE
284,2002,LOUISIANA,FALSE,11,2481629,MARY L. LANDRIEU,DEMOCRAT,638654,0.257352731,-48.52945384,SUZANNE HAIK TERRELL,REPUBLICAN,596642,0.240423528,1.692920255,TRUE,FALSE
285,2004,LOUISIANA,FALSE,7,1848056,DAVID VITTER,REPUBLICAN,943014,0.510273498,2.054699641,CHRISTOPHER JOHN,DEMOCRAT,542150,0.293362322,21.69111759,FALSE,FALSE
286,2008,LOUISIANA,FALSE,5,1896574,MARY L. LANDRIEU,DEMOCRAT,988298,0.521096461,4.219292261,JOHN KENNEDY,REPUBLICAN,867177,0.457233411,6.38630499,TRUE,FALSE
287,2010,LOUISIANA,FALSE,12,1264994,DAVID VITTER,REPUBLICAN,715415,0.565548137,13.1096274,"""CHARLIE"" MELANCON",DEMOCRAT,476572,0.376738546,18.88095912,TRUE,FALSE
288,2014,LOUISIANA,FALSE,8,3523183,BILL CASSIDY,REPUBLICAN,1712379,0.486031807,-2.793638593,MARY L. LANDRIEU,DEMOCRAT,1561210,0.443124867,4.290693955,FALSE,TRUE
289,2016,LOUISIANA,FALSE,24,1997218,JOHN KENNEDY,REPUBLICAN,536191,0.26846894,-46.30621194,FOSTER CAMPBELL,DEMOCRAT,347816,0.174150243,9.431869731,FALSE,FALSE
290,2020,LOUISIANA,FALSE,15,2071543,"""BILL"" CASSIDY",REPUBLICAN,1228908,0.59323316,18.646632,ADRIAN PERKINS,DEMOCRAT,394049,0.190220044,40.30131163,FALSE,FALSE
291,2022,LOUISIANA,FALSE,3,0.81,JOHN KENNEDY,REPUBLICAN,0.62,0.765432099,53.08641975,GARY CHAMBERS,DEMOCRAT,0.18,0.222222222,54.32098765,TRUE,FALSE
292,1976,MAINE,FALSE,2,486193,EDMUND S. MUSKIE,DEMOCRAT,292704,0.602032526,20.40650524,ROBERT A. G. MONKS,REPUBLICAN,193489,0.397967474,20.40650524,FALSE,FALSE
293,1978,MAINE,FALSE,5,375114,WILLIAM S. COHEN,REPUBLICAN,212294,0.565945286,13.18905719,WILLIAM D. HATHAWAY,DEMOCRAT,127327,0.339435478,22.65098077,FALSE,FALSE
294,1982,MAINE,FALSE,3,459715,GEORGE J. MITCHELL,DEMOCRAT,279819,0.60867929,21.73585809,DAVID F. EMERY,REPUBLICAN,179882,0.391290256,21.73890345,FALSE,FALSE
295,1984,MAINE,FALSE,4,551406,WILLIAM S. COHEN,REPUBLICAN,404414,0.733423285,46.68465704,ELIZABETH H. MITCHELL,DEMOCRAT,142626,0.258658774,47.47645111,TRUE,FALSE
296,1988,MAINE,FALSE,2,556745,GEORGE J. MITCHELL,DEMOCRAT,452581,0.81290537,62.58107392,JASPER S. WYMAN,REPUBLICAN,104164,0.18709463,62.58107392,TRUE,FALSE
297,1990,MAINE,FALSE,3,520320,WILLIAM S. COHEN,REPUBLICAN,319167,0.613405212,22.68104244,NEIL ROLDE,DEMOCRAT,201053,0.386402598,22.70026138,TRUE,FALSE
298,1994,MAINE,FALSE,4,511733,OLYMPIA J. SNOWE,REPUBLICAN,308244,0.60235318,20.47063605,THOMAS H. ANDREWS,DEMOCRAT,186042,0.363552868,23.88003119,FALSE,FALSE
299,1996,MAINE,FALSE,5,606777,SUSAN M. COLLINS,REPUBLICAN,298422,0.49181495,-1.637009972,JOSEPH E. BRENNAN,DEMOCRAT,266226,0.438754271,5.306067962,FALSE,FALSE
300,2000,MAINE,FALSE,2,634872,OLYMPIA J. SNOWE,REPUBLICAN,437689,0.689412984,37.88259681,MARK W. LAWRENCE,DEMOCRAT,197183,0.310587016,37.88259681,TRUE,FALSE
301,2002,MAINE,FALSE,2,504899,SUSAN M. COLLINS,REPUBLICAN,295041,0.584356475,16.87129505,CHELLIE PINGREE,DEMOCRAT,209858,0.415643525,16.87129505,TRUE,FALSE
302,2006,MAINE,FALSE,4,545128,OLYMPIA J. SNOWE,REPUBLICAN,405596,0.744038097,48.80761949,JEAN M. HAY BRIGHT,DEMOCRAT,113131,0.207531075,53.65070222,TRUE,FALSE
303,2008,MAINE,FALSE,3,724430,SUSAN M. COLLINS,REPUBLICAN,444300,0.613309775,22.66195492,THOMAS H. ALLEN,DEMOCRAT,279510,0.38583438,22.74753944,TRUE,FALSE
304,2012,MAINE,FALSE,7,724720,ANGUS KING,OTHER,370580,0.511342312,2.268462303,"CHARLES E. SUMMERS, JR.",REPUBLICAN,215399,0.297216856,21.41254553,FALSE,FALSE
305,2014,MAINE,FALSE,4,616996,SUSAN M. COLLINS,REPUBLICAN,413505,0.670190731,34.03814611,SHENNA BELLOWS,DEMOCRAT,190254,0.308355322,36.1835409,TRUE,FALSE
306,2018,MAINE,FALSE,4,634409,"ANGUS S. KING, JR.",OTHER,344575,0.543143303,8.628660691,ERIC L. BRAKEY,REPUBLICAN,223502,0.352299542,19.08437617,FALSE,FALSE
307,2020,MAINE,FALSE,6,828305,SUSAN MARGARET COLLINS,REPUBLICAN,417645,0.504216442,0.843288402,SARA I. GIDEON,DEMOCRAT,347223,0.419197035,8.50194071,FALSE,FALSE
308,1976,MARYLAND,FALSE,3,1365290,PAUL S. SARBANES,DEMOCRAT,772101,0.565521611,13.10432216,"J. GLENN BEALL, JR.",REPUBLICAN,530439,0.388517458,17.7004153,FALSE,FALSE
309,1980,MARYLAND,FALSE,2,1286088,CHARLES MCC. MATHIAS JR. ,REPUBLICAN,850970,0.661673229,32.33464584,EDWARD T. CONROY,DEMOCRAT,435118,0.338326771,32.33464584,FALSE,FALSE
310,1982,MARYLAND,FALSE,2,1114690,PAUL S. SARBANES,DEMOCRAT,707356,0.634576429,26.91528586,LAWRENCE J. HOGAN,REPUBLICAN,407334,0.365423571,26.91528586,TRUE,FALSE
311,1986,MARYLAND,FALSE,3,1112637,BARBARA A. MIKULSKI,DEMOCRAT,675225,0.606869087,21.37381734,LINDA CHAVEZ,REPUBLICAN,437411,0.393130015,21.37390721,FALSE,FALSE
312,1988,MARYLAND,FALSE,3,1617065,PAUL S. SARBANES,DEMOCRAT,999166,0.617888582,23.57771642,ALAN L. KEYES,REPUBLICAN,617537,0.381887556,23.60010266,TRUE,FALSE
313,1992,MARYLAND,FALSE,2,1841298,BARBARA A. MIKULSKI,DEMOCRAT,1307610,0.71015664,42.0313279,ALAN L. KEYES,REPUBLICAN,533688,0.28984336,42.0313279,TRUE,FALSE
314,1994,MARYLAND,FALSE,3,1369101,PAUL S. SARBANES,DEMOCRAT,809125,0.59099,18.198,WILLIAM BROCK,REPUBLICAN,559908,0.408960332,18.20296676,TRUE,FALSE
315,1998,MARYLAND,FALSE,2,1507447,BARBARA A. MIKULSKI,DEMOCRAT,1062810,0.705039713,41.00794257,ROSS Z. PIERPONT,REPUBLICAN,444637,0.294960287,41.00794257,TRUE,FALSE
316,2000,MARYLAND,FALSE,4,1946898,PAUL S. SARBANES,DEMOCRAT,1230013,0.631780915,26.35618302,PAUL H. RAPPAPORT,REPUBLICAN,715178,0.367342306,26.44386095,TRUE,FALSE
317,2004,MARYLAND,FALSE,7,2321931,BARBARA A. MIKULSKI,DEMOCRAT,1504691,0.64803433,29.60686601,E. J. PIPKIN,REPUBLICAN,783055,0.33724301,31.07913198,TRUE,FALSE
318,2006,MARYLAND,FALSE,5,1781139,BENJAMIN L. CARDIN,DEMOCRAT,965477,0.542055954,8.411190817,MICHAEL S. STEELE,REPUBLICAN,787182,0.441954278,10.01016765,FALSE,FALSE
319,2010,MARYLAND,FALSE,12,1833858,BARBARA MIKULSKI,DEMOCRAT,1140531,0.621929833,24.38596663,ERIC WARGOTZ,REPUBLICAN,655666,0.35753368,26.43961528,FALSE,FALSE
320,2012,MARYLAND,FALSE,9,2633234,BENJAMIN L. CARDIN,DEMOCRAT,1474028,0.559778584,11.95571681,DANIEL JOHN BONGINO,REPUBLICAN,693291,0.263284995,29.64935893,TRUE,FALSE
321,2016,MARYLAND,FALSE,10,2726170,CHRIS VAN HOLLEN,DEMOCRAT,1659907,0.608878757,21.77575133,KATHY SZELIGA,REPUBLICAN,972557,0.356748479,25.2130278,FALSE,FALSE
322,2018,MARYLAND,FALSE,5,2299889,BEN CARDIN,DEMOCRAT,1491614,0.648559126,29.71182522,TONY CAMPBELL,REPUBLICAN,697017,0.303065496,34.54936303,FALSE,FALSE
323,2022,MARYLAND,FALSE,3,1,CHRIS VAN HOLLEN,DEMOCRAT,0.64,0.64,28,CHRIS CHAFFEE,REPUBLICAN,0.36,0.36,28,TRUE,FALSE
324,1976,MASSACHUSETTS,FALSE,5,2491255,EDWARD M. KENNEDY,DEMOCRAT,1726657,0.693087219,38.61744382,MICHAEL S. ROBERTSON,REPUBLICAN,722641,0.290071069,40.30161505,FALSE,FALSE
325,1978,MASSACHUSETTS,FALSE,3,1985700,PAUL E. TSONGAS,DEMOCRAT,1093283,0.550578134,10.11562673,EDWARD W. BROOKE,REPUBLICAN,890584,0.448498766,10.20793675,FALSE,FALSE
326,1982,MASSACHUSETTS,FALSE,4,2050769,EDWARD M. KENNEDY,DEMOCRAT,1247084,0.608105545,21.62110896,RAY SHAMIE,REPUBLICAN,784602,0.382589165,22.55163795,TRUE,FALSE
327,1984,MASSACHUSETTS,FALSE,3,2530471,JOHN F. KERRY,DEMOCRAT,1393150,0.55054968,10.10993606,RAYMOND SHAMIE,REPUBLICAN,1136913,0.449289085,10.12605954,FALSE,FALSE
328,1988,MASSACHUSETTS,FALSE,5,2606225,EDWARD M. KENNEDY,DEMOCRAT,1693344,0.649730549,29.94610979,JOSEPH D. MALONE,REPUBLICAN,884267,0.339290353,31.04401961,TRUE,FALSE
329,1990,MASSACHUSETTS,FALSE,3,2424579,JOHN F. KERRY,DEMOCRAT,1321712,0.545130515,9.026103088,JIM RAPPAPORT,REPUBLICAN,992917,0.409521406,13.56091099,TRUE,FALSE
330,1994,MASSACHUSETTS,FALSE,5,2179945,EDWARD M. KENNEDY,DEMOCRAT,1265997,0.580747221,16.14944414,W. MITT ROMNEY,REPUBLICAN,894000,0.41010209,17.0645131,TRUE,FALSE
331,1996,MASSACHUSETTS,FALSE,5,2555942,JOHN F. KERRY,DEMOCRAT,1334135,0.521973895,4.394778911,WILLIAM F. WELD,REPUBLICAN,1143120,0.447240196,7.473369897,TRUE,FALSE
332,2000,MASSACHUSETTS,FALSE,9,2734048,EDWARD M. KENNEDY,DEMOCRAT,1889494,0.691097596,38.21951919,JACK E. ROBINSON III,REPUBLICAN,334341,0.122287904,56.88096917,TRUE,FALSE
333,2002,MASSACHUSETTS,FALSE,5,2220301,JOHN F. KERRY,DEMOCRAT,1605976,0.723314542,44.66290832,MICHAEL E. CLOUD,LIBERTARIAN,369807,0.166557147,55.67573946,TRUE,FALSE
334,2006,MASSACHUSETTS,FALSE,4,2243835,EDWARD M. KENNEDY,DEMOCRAT,1500738,0.668827253,33.76545067,KENNETH G. CHASE,REPUBLICAN,661532,0.294822035,37.40052187,TRUE,FALSE
335,2008,MASSACHUSETTS,FALSE,5,3102995,JOHN F. KERRY,DEMOCRAT,1971974,0.635506664,27.10133274,JEFFREY K. BEATTY,REPUBLICAN,926044,0.298435544,33.707112,TRUE,FALSE
336,2012,MASSACHUSETTS,FALSE,4,3184196,ELIZABETH A. WARREN,DEMOCRAT,1696346,0.532739191,6.547838136,SCOTT P. BROWN,REPUBLICAN,1458048,0.457901461,7.483772984,FALSE,FALSE
337,2014,MASSACHUSETTS,FALSE,5,2186789,EDWARD J. MARKEY,DEMOCRAT,1289944,0.589880414,17.97608274,BRIAN J. HERR,REPUBLICAN,791950,0.362151995,22.77284182,FALSE,FALSE
338,2018,MASSACHUSETTS,FALSE,4,2707090,ELIZABETH A. WARREN,DEMOCRAT,1633371,0.603367823,20.6735646,GEOFF DIEHL,REPUBLICAN,979210,0.361720519,24.16473039,TRUE,FALSE
339,2020,MASSACHUSETTS,FALSE,5,3658005,EDWARD J. MARKEY,DEMOCRAT,2357809,0.644561448,28.91228962,KEVIN J. O'CONNER,REPUBLICAN,1177765,0.321969215,32.25922327,TRUE,FALSE
340,1976,MICHIGAN,FALSE,7,3490412,"DONALD W. RIEGLE, JR.",DEMOCRAT,1831031,0.524588788,4.91775756,MARVIN L. ESCH,REPUBLICAN,1635087,0.468451002,5.613778545,FALSE,FALSE
341,1978,MICHIGAN,FALSE,3,2846630,CARL LEVIN,DEMOCRAT,1484193,0.52138599,4.27719795,ROBERT P. GRIFFIN,REPUBLICAN,1362165,0.478518459,4.286753108,FALSE,FALSE
342,1982,MICHIGAN,FALSE,7,2994334,"DONALD W. RIEGLE, JR.",DEMOCRAT,1728793,0.577354764,15.47095281,PHILIP E. RUPPE,REPUBLICAN,1223288,0.408534252,16.88205123,TRUE,FALSE
343,1984,MICHIGAN,FALSE,10,3700938,CARL LEVIN,DEMOCRAT,1915831,0.517660928,3.532185624,JACK LOUSMA,REPUBLICAN,1745302,0.47158369,4.607723772,TRUE,FALSE
344,1988,MICHIGAN,FALSE,5,3505985,"DONALD W. RIEGLE, JR.",DEMOCRAT,2116865,0.603786097,20.75721944,JIM DUNN,REPUBLICAN,1348219,0.384547852,21.92382455,TRUE,FALSE
345,1990,MICHIGAN,FALSE,4,2560494,CARL LEVIN,DEMOCRAT,1471753,0.574792599,14.95851972,BILL SCHUETTE,REPUBLICAN,1055695,0.412301298,16.24913005,TRUE,FALSE
346,1994,MICHIGAN,FALSE,6,3043385,SPENCER ABRAHAM,REPUBLICAN,1578770,0.51875461,3.750922082,BOBB CARR,DEMOCRAT,1300960,0.427471385,9.128322575,FALSE,FALSE
347,1996,MICHIGAN,FALSE,7,3762575,CARL LEVIN,DEMOCRAT,2195738,0.583573218,16.71464356,RONNA ROMNEY,REPUBLICAN,1500106,0.398691322,18.4881896,TRUE,FALSE
348,2000,MICHIGAN,FALSE,7,4167685,DEBBIE STABENOW,DEMOCRAT,2061952,0.494747564,-1.050487261,SPENCER ABRAHAM,REPUBLICAN,1994693,0.478609348,1.613821582,FALSE,TRUE
349,2002,MICHIGAN,FALSE,5,3129287,CARL LEVIN,DEMOCRAT,1896614,0.606085028,21.21700566,ANDREW RACZKOWSKI,REPUBLICAN,1185545,0.378854672,22.72303563,TRUE,FALSE
350,2006,MICHIGAN,FALSE,6,3780142,DEBBIE STABENOW,DEMOCRAT,2151278,0.569099785,13.81995703,MICHAEL BOUCHARD,REPUBLICAN,1559597,0.4125763,15.65234851,TRUE,FALSE
351,2008,MICHIGAN,FALSE,6,4848620,CARL LEVIN,DEMOCRAT,3038386,0.626649645,25.32992893,JACK HOOGENDYK,REPUBLICAN,1641070,0.338461253,28.81883917,TRUE,FALSE
352,2012,MICHIGAN,FALSE,10,4652918,DEBBIE STABENOW,DEMOCRAT,2735826,0.587980704,17.59614074,PETE HOEKSTRA,REPUBLICAN,1767386,0.379844648,20.81360557,TRUE,FALSE
353,2014,MICHIGAN,FALSE,7,3121771,GARY C. PETERS,DEMOCRAT,1704936,0.54614384,9.228767901,TERRI LYNN LAND,REPUBLICAN,1290199,0.413290725,13.28531145,FALSE,FALSE
354,2018,MICHIGAN,FALSE,6,4237271,DEBBIE STABENOW,DEMOCRAT,2214478,0.522618921,4.523784294,JOHN JAMES,REPUBLICAN,1938818,0.457562898,6.505602309,TRUE,FALSE
355,2020,MICHIGAN,FALSE,7,5479720,GARY PETERS,DEMOCRAT,2734568,0.499034257,-0.193148555,JOHN JAMES,REPUBLICAN,2642233,0.482183944,1.685031352,FALSE,FALSE
356,1976,MINNESOTA,FALSE,6,1912020,HUBERT H. HUMPHREY,DEMOCRAT,1290736,0.675064068,35.01281367,JERRY BREKKE,REPUBLICAN,478602,0.250312235,42.47518331,FALSE,FALSE
357,1978,MINNESOTA,FALSE,8,1580622,RUDOLPH E. BOSCHWITZ,REPUBLICAN,894092,0.565658329,13.13166589,WENDELL ANDERSON,DEMOCRAT,638375,0.403875816,16.17825135,FALSE,FALSE
358,1978,MINNESOTA,TRUE,6,1558376,DAVID DURENBERGER,REPUBLICAN,957908,0.614683491,22.9366982,BOB SHORT,DEMOCRAT,538675,0.345664333,26.90191584,FALSE,FALSE
359,1982,MINNESOTA,FALSE,5,1804675,DAVE DURENBERGER,REPUBLICAN,949207,0.525971158,5.194231648,MARK DAYTON,DEMOCRAT,840401,0.46567997,6.029118816,FALSE,FALSE
360,1984,MINNESOTA,FALSE,6,2066143,RUDY BOSCHWITZ,REPUBLICAN,1199926,0.580756511,16.15130221,JOAN ANDERSON GROWE,DEMOCRAT,852844,0.412771042,16.79854686,FALSE,FALSE
361,1988,MINNESOTA,FALSE,7,2093953,DAVE DURENBERGER,REPUBLICAN,1176210,0.561717479,12.34349577,"HUBERT H. ""SKIP"" HUMPHREY III",DEMOCRAT,856694,0.409127617,15.25898623,TRUE,FALSE
362,1990,MINNESOTA,FALSE,4,1808045,PAUL DAVID WELLSTONE,DEMOCRAT,911999,0.504411671,0.882334234,RUDY BOSCHWITZ,REPUBLICAN,864375,0.478071619,2.634005238,FALSE,TRUE
363,1994,MINNESOTA,FALSE,7,1772929,ROD GRAMS,REPUBLICAN,869653,0.490517669,-1.896466243,ANN WYNIA,DEMOCRAT,781860,0.440999047,4.951862145,FALSE,FALSE
364,1996,MINNESOTA,FALSE,9,2182905,PAUL WELLSTONE,DEMOCRAT,1098430,0.503196429,0.639285722,RUDY BOSCHWITZ,REPUBLICAN,901194,0.412841603,9.035482534,FALSE,FALSE
365,2000,MINNESOTA,FALSE,8,2419520,MARK DAYTON,DEMOCRAT,1181553,0.488341903,-2.331619495,ROD GRAMS,REPUBLICAN,1047474,0.432926366,5.541553697,FALSE,TRUE
366,2002,MINNESOTA,FALSE,9,2254636,NORM COLEMAN,REPUBLICAN,1116697,0.495289262,-0.942147646,WALTER F. MONDALE,DEMOCRAT,1067246,0.473356231,2.193303043,FALSE,FALSE
367,2006,MINNESOTA,FALSE,6,2202772,AMY KLOBUCHAR,DEMOCRAT,1278849,0.58056349,16.112698,MARK R. KENNEDY,REPUBLICAN,835653,0.379364274,20.11992163,FALSE,FALSE
368,2008,MINNESOTA,FALSE,8,2887646,AL FRANKEN,DEMOCRAT,1212629,0.419936862,-16.01262759,NORM COLEMAN,REPUBLICAN,1212317,0.419828816,0.010804648,FALSE,TRUE
369,2012,MINNESOTA,FALSE,6,2843207,AMY KLOBUCHAR,DEMOCRAT,1854595,0.652289826,30.45796525,KURT BILLS,REPUBLICAN,867974,0.305279918,34.70099082,TRUE,FALSE
370,2014,MINNESOTA,FALSE,5,1981528,AL FRANKEN,DEMOCRAT,1053205,0.531511541,6.302308118,MIKE MCFADDEN,REPUBLICAN,850227,0.42907645,10.24350905,TRUE,FALSE
371,2018,MINNESOTA,FALSE,5,2596879,AMY KLOBUCHAR,DEMOCRAT,1566174,0.603098566,20.61971312,JIM NEWBERGER,REPUBLICAN,940437,0.362141247,24.09573184,TRUE,FALSE
372,2018,MINNESOTA,TRUE,5,2587356,TINA SMITH,DEMOCRAT,1370540,0.529706774,5.941354804,KARIN HOUSLEY,REPUBLICAN,1095777,0.423512265,10.6194509,FALSE,FALSE
373,2020,MINNESOTA,FALSE,5,3214256,TINA SMITH,DEMOCRAT,1566522,0.487366905,-2.526618913,JASON LEWIS,REPUBLICAN,1398145,0.434982466,5.238443982,TRUE,FALSE
374,1978,MISSISSIPPI,FALSE,4,590236,THAD COCHRAN,REPUBLICAN,267302,0.452873088,-9.425382389,MAURICE DANTIN,DEMOCRAT,187541,0.317739006,13.5134082,FALSE,FALSE
375,1982,MISSISSIPPI,FALSE,2,645026,JOHN C. STENNIS,DEMOCRAT,414099,0.641988075,28.39761498,HALEY BARBOUR,REPUBLICAN,230927,0.358011925,28.39761498,FALSE,FALSE
376,1984,MISSISSIPPI,FALSE,2,952240,THAD COCHRAN,REPUBLICAN,580314,0.609419894,21.88397883,WILLIAM F. WINTER,DEMOCRAT,371926,0.390580106,21.88397883,TRUE,FALSE
377,1988,MISSISSIPPI,FALSE,2,946719,TRENT LOTT,REPUBLICAN,510380,0.539104,7.820800047,WAYNE DOWDY,DEMOCRAT,436339,0.460896,7.820800047,FALSE,FALSE
378,1994,MISSISSIPPI,FALSE,2,608085,TRENT LOTT,REPUBLICAN,418333,0.68795152,37.59030399,KEN HARPER,DEMOCRAT,189752,0.31204848,37.59030399,TRUE,FALSE
379,1996,MISSISSIPPI,FALSE,3,878662,THAD COCHRAN,REPUBLICAN,624154,0.710345958,42.06919157,JAMES W. (BOOTIE) HUNT,DEMOCRAT,240647,0.27387892,43.64670374,TRUE,FALSE
380,2000,MISSISSIPPI,FALSE,5,994144,TRENT LOTT,REPUBLICAN,654941,0.658798927,31.7597853,"TROY D. BROWN, SR.",DEMOCRAT,314090,0.315940145,34.2858781,TRUE,FALSE
381,2002,MISSISSIPPI,FALSE,2,630495,THAD COCHRAN,REPUBLICAN,533269,0.845794178,69.15883552,SHAWN O'HARA,OTHER,97226,0.154205822,69.15883552,TRUE,FALSE
382,2006,MISSISSIPPI,FALSE,3,610921,TRENT LOTT,REPUBLICAN,388399,0.635759779,27.15195582,ERIK R. FLEMING,DEMOCRAT,213000,0.348653918,28.71058615,TRUE,FALSE
383,2008,MISSISSIPPI,FALSE,2,1247026,THAD COCHRAN,REPUBLICAN,766111,0.614350463,22.87009252,ERIK FLEMING,DEMOCRAT,480915,0.385649537,22.87009252,TRUE,FALSE
384,2008,MISSISSIPPI,TRUE,2,1243473,ROGER F. WICKER,REPUBLICAN,683409,0.549596976,9.919395114,RONNIE MUSGROVE,OTHER,560064,0.450403024,9.919395114,FALSE,FALSE
385,2012,MISSISSIPPI,FALSE,4,1241568,ROGER F. WICKER,REPUBLICAN,709626,0.57155629,14.31125802,"ALBERT N. GORE, JR.",DEMOCRAT,503467,0.405509002,16.60472886,TRUE,FALSE
386,2014,MISSISSIPPI,FALSE,3,631858,THAD COCHRAN,REPUBLICAN,378481,0.598996927,19.7993853,TRAVIS W. CHILDERS,DEMOCRAT,239439,0.37894432,22.00526068,TRUE,FALSE
387,2018,MISSISSIPPI,FALSE,4,936215,ROGER F. WICKER,REPUBLICAN,547619,0.584928676,16.98573511,DAVID BARIA,DEMOCRAT,369567,0.394745865,19.01828106,TRUE,FALSE
388,2018,MISSISSIPPI,TRUE,2,907588,CINDY HYDE-SMITH,REPUBLICAN,486769,0.536332565,7.266512999,MIKE ESPY,DEMOCRAT,420819,0.463667435,7.266512999,FALSE,FALSE
389,2020,MISSISSIPPI,FALSE,3,1311354,CINDY HYDE-SMITH,REPUBLICAN,709511,0.541052225,8.210445082,MIKE ESPY,DEMOCRAT,578691,0.44129274,9.975948523,TRUE,FALSE
390,1976,MISSOURI,FALSE,3,1914460,JOHN C. DANFORTH,REPUBLICAN,1090067,0.569386145,13.87722909,WARREN E. HEARNES,DEMOCRAT,813571,0.424961086,14.44250598,FALSE,FALSE
391,1980,MISSOURI,FALSE,3,2066965,THOMAS F. EAGLETON,DEMOCRAT,1074859,0.520017997,4.00359948,GENE MCNARY,REPUBLICAN,985399,0.476737148,4.328084897,FALSE,FALSE
392,1982,MISSOURI,FALSE,3,1543521,JOHN C. DANFORTH,REPUBLICAN,784876,0.508497131,1.699426182,HARRIETT WOODS,DEMOCRAT,758629,0.491492503,1.700462773,TRUE,FALSE
393,1986,MISSOURI,FALSE,3,1477327,CHRISTOPHER (KIT) BOND,REPUBLICAN,777612,0.52636417,5.272833976,HARRIETT WOODS,DEMOCRAT,699624,0.473574232,5.27899375,FALSE,FALSE
